,Id,住宅类型,住宅区域,街道接触面积(英尺),住宅面积,街道路面状况,巷子路面状况,住宅形状(大概),住宅现状,水电气,住宅配置,住宅视野,社区,住宅周边1,住宅周边2,适用家庭,住宅房型,装修质量,整体质量,建造年份,法律拆除年份,天花板类型,天花板材料,户外装饰1,户外装饰2,砖墙类型,砖墙面积,户外材料质量,户外装修质量,地下室类型,地下室深度,地下室质量,花园外墙,地下室现状1,地下室一层标准面积,地下室现状2,地下室二层标准面积,地下室建造现状,整体地下室面积,暖气类型,暖气质量,中央空调,电力系统,二楼面积,三楼面积,全低质量面积,户外活动空间面积,全卫地下室,半卫地下室,全卫及以上,半卫及以上,卧室及以上,厨房及以上,厨房质量,总房间量,住宅性能,壁炉数量,壁炉质量,车库类型,车库建造时间,车库装修现状,车位数量,车库面积,车库质量,车库现状,石板路,木板面积,开放式门廊面积,关闭式门廊面积,三季门廊面积,半开放式门廊面积,泳池面积,泳池质量,篱笆质量,其他配置,其他配置的价值,销售月份,销售年份,销售类型,销售状态,SalePrice
865,865.0,0.0,3.0,0.0,366.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,5.0,71.0,20.0,1.0,1.0,8.0,8.0,1.0,40.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,422.0,5.0,0.0,92.0,277.0,1.0,4.0,1.0,4.0,241.0,0.0,0.0,109.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,59.0,2.0,2.0,414.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,3.0,8.0,4.0,148500
866,866.0,0.0,3.0,38.0,632.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,23.0,2.0,2.0,0.0,2.0,7.0,4.0,107.0,57.0,1.0,1.0,12.0,13.0,3.0,179.0,2.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,748.0,618.0,1.0,0.0,1.0,4.0,621.0,0.0,0.0,488.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,1.0,2.0,1.0,93.0,1.0,3.0,400.0,4.0,4.0,2.0,118.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,5.0,248900
867,867.0,0.0,3.0,56.0,178.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,19.0,1.0,2.0,0.0,2.0,3.0,4.0,62.0,11.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,467.0,5.0,0.0,44.0,300.0,1.0,4.0,1.0,4.0,326.0,0.0,0.0,173.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,47.0,1.0,2.0,218.0,4.0,4.0,2.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,8.0,4.0,129000
868,868.0,5.0,3.0,0.0,942.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,5.0,4.0,5.0,49.0,0.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,572.0,160.0,1.0,762.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,4.0,1.0,65.0,2.0,2.0,300.0,4.0,4.0,1.0,59.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,169000
869,869.0,5.0,3.0,51.0,533.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6.0,4.0,94.0,44.0,1.0,1.0,8.0,8.0,1.0,161.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,384.0,5.0,0.0,181.0,304.0,1.0,0.0,1.0,4.0,283.0,256.0,0.0,642.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,79.0,0.0,2.0,238.0,4.0,4.0,2.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0,236000
870,870.0,0.0,3.0,31.0,159.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,4.0,2.0,0.0,2.0,4.0,4.0,63.0,12.0,3.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,545.0,201.0,1.0,2.0,0.0,4.0,159.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,48.0,2.0,1.0,56.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,4.0,109500
871,871.0,5.0,3.0,41.0,366.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,5.0,4.0,99.0,48.0,1.0,1.0,12.0,13.0,1.0,70.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,232.0,5.0,0.0,180.0,146.0,1.0,0.0,1.0,4.0,100.0,248.0,0.0,510.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,6.0,0.0,0.0,1.0,84.0,1.0,2.0,201.0,4.0,4.0,2.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0,200500
872,872.0,0.0,3.0,45.0,391.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,6.0,54.0,46.0,1.0,1.0,14.0,15.0,2.0,0.0,2.0,4.0,4.0,3.0,3.0,0.0,5.0,0.0,5.0,0.0,42.0,1.0,1.0,2.0,1.0,4.0,171.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,39.0,2.0,2.0,112.0,4.0,4.0,2.0,121.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,8.0,4.0,116000
873,873.0,2.0,3.0,31.0,789.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,6.0,50.0,0.0,1.0,1.0,6.0,6.0,2.0,0.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,153.0,5.0,0.0,292.0,164.0,1.0,2.0,1.0,4.0,263.0,0.0,7.0,263.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,1.0,2.0,1.0,35.0,2.0,1.0,43.0,4.0,4.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,8.0,4.0,133000
874,874.0,4.0,4.0,23.0,125.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,2.0,0.0,0.0,4.0,5.0,44.0,0.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,421.0,72.0,1.0,0.0,1.0,4.0,34.0,39.0,0.0,182.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,29.0,2.0,1.0,8.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,0.0,66500
875,875.0,5.0,1.0,46.0,409.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,5.0,7.0,4.0,108.0,57.0,1.0,1.0,5.0,5.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,19.0,5.0,0.0,634.0,390.0,1.0,0.0,1.0,4.0,375.0,402.0,0.0,810.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,9.0,6.0,1.0,2.0,3.0,93.0,0.0,2.0,221.0,4.0,4.0,2.0,131.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,5.0,303477
876,876.0,0.0,3.0,65.0,1043.0,1.0,0.0,3.0,1.0,0.0,4.0,1.0,11.0,2.0,2.0,0.0,2.0,3.0,4.0,64.0,13.0,1.0,1.0,6.0,10.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,1.0,0.0,315.0,5.0,0.0,276.0,317.0,1.0,2.0,1.0,4.0,266.0,0.0,0.0,125.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,49.0,2.0,2.0,288.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,132250
877,877.0,5.0,3.0,45.0,382.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,8.0,4.0,105.0,55.0,3.0,1.0,12.0,13.0,3.0,141.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,546.0,5.0,0.0,174.0,539.0,1.0,0.0,1.0,4.0,528.0,182.0,0.0,741.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,8.0,6.0,1.0,2.0,1.0,90.0,0.0,3.0,333.0,4.0,4.0,2.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,4.0,350000
878,878.0,9.0,3.0,59.0,753.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,6.0,4.0,6.0,62.0,45.0,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,452.0,5.0,0.0,118.0,348.0,1.0,4.0,1.0,4.0,355.0,0.0,0.0,199.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,3.0,0.0,0.0,5.0,73.0,2.0,2.0,240.0,4.0,4.0,2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,4.0,8.0,4.0,148000
879,879.0,0.0,3.0,0.0,181.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,2.0,4.0,7.0,79.0,55.0,1.0,1.0,12.0,13.0,1.0,49.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,323.0,5.0,0.0,122.0,185.0,1.0,0.0,1.0,4.0,139.0,0.0,0.0,50.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,64.0,2.0,1.0,70.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,8.0,4.0,136500
880,880.0,0.0,3.0,31.0,184.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4.0,4.0,106.0,56.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,3.0,0.0,483.0,5.0,0.0,45.0,333.0,1.0,2.0,1.0,4.0,304.0,0.0,0.0,152.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,91.0,0.0,2.0,139.0,4.0,4.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,4.0,157000
881,881.0,4.0,3.0,15.0,902.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,23.0,2.0,2.0,0.0,0.0,6.0,4.0,91.0,41.0,1.0,1.0,6.0,6.0,1.0,71.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,454.0,5.0,0.0,149.0,378.0,1.0,0.0,1.0,4.0,377.0,64.0,0.0,536.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,6.0,1.0,4.0,1.0,76.0,1.0,2.0,101.0,4.0,4.0,2.0,97.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,4.0,187500
882,882.0,5.0,3.0,0.0,500.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,5.0,4.0,93.0,43.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,505.0,149.0,1.0,2.0,1.0,4.0,103.0,196.0,0.0,457.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,4.0,3.0,79.0,1.0,2.0,94.0,4.0,4.0,2.0,212.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,3.0,8.0,4.0,178000
883,883.0,7.0,3.0,31.0,144.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,3.0,3.0,4.0,16.0,0.0,1.0,1.0,13.0,14.0,2.0,0.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,5.0,0.0,496.0,139.0,1.0,4.0,0.0,4.0,202.0,201.0,18.0,743.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,8.0,6.0,0.0,0.0,5.0,83.0,2.0,1.0,133.0,4.0,2.0,2.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,118500
884,884.0,0.0,3.0,36.0,197.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,4.0,68.0,17.0,1.0,1.0,6.0,6.0,1.0,29.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,194.0,5.0,0.0,295.0,199.0,1.0,4.0,1.0,4.0,157.0,0.0,0.0,59.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,6.0,0.0,0.0,1.0,53.0,1.0,1.0,43.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,8.0,4.0,100000
885,885.0,11.0,1.0,21.0,101.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,21.0,2.0,2.0,4.0,2.0,8.0,4.0,100.0,50.0,1.0,1.0,8.0,8.0,1.0,29.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,564.0,5.0,0.0,295.0,636.0,1.0,0.0,1.0,4.0,653.0,0.0,0.0,530.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,4.0,1.0,85.0,0.0,2.0,187.0,4.0,4.0,2.0,44.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,328900
886,886.0,10.0,3.0,41.0,319.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,2.0,2.0,4.0,4.0,60.0,55.0,1.0,1.0,8.0,8.0,1.0,74.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,247.0,5.0,0.0,628.0,614.0,1.0,0.0,1.0,4.0,655.0,0.0,0.0,532.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,6.0,6.0,0.0,0.0,1.0,91.0,0.0,2.0,246.0,4.0,4.0,2.0,175.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,145000
887,887.0,4.0,3.0,30.0,983.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,4.0,6.0,56.0,5.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,512.0,155.0,1.0,4.0,1.0,4.0,143.0,59.0,0.0,337.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,0.0,0.0,1.0,41.0,2.0,1.0,50.0,4.0,4.0,2.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,4.0,135500
888,888.0,0.0,3.0,66.0,970.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,12.0,2.0,2.0,0.0,2.0,7.0,5.0,71.0,20.0,0.0,5.0,13.0,14.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,138.0,4.0,128.0,606.0,708.0,1.0,0.0,1.0,4.0,737.0,0.0,0.0,739.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,56.0,2.0,2.0,272.0,4.0,4.0,2.0,33.0,158.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,4.0,268000
889,889.0,0.0,3.0,92.0,792.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,1.0,2.0,0.0,2.0,5.0,3.0,54.0,3.0,3.0,1.0,13.0,14.0,1.0,49.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,505.0,5.0,0.0,310.0,565.0,1.0,0.0,1.0,4.0,552.0,0.0,0.0,400.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,1.0,4.0,1.0,39.0,1.0,2.0,186.0,4.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,4.0,149500
890,890.0,4.0,3.0,31.0,283.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,4.0,6.0,50.0,56.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,0.0,5.0,0.0,419.0,70.0,1.0,0.0,1.0,4.0,32.0,9.0,0.0,74.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,1.0,3.0,5.0,89.0,2.0,2.0,240.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,6.0,1.0,8.0,4.0,122900
891,891.0,5.0,3.0,41.0,688.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,5.0,5.0,4.0,79.0,28.0,3.0,1.0,6.0,6.0,1.0,50.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,73.0,4.0,95.0,106.0,213.0,1.0,2.0,1.0,4.0,177.0,184.0,0.0,511.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,4.0,1.0,64.0,1.0,2.0,133.0,4.0,4.0,2.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,4.0,172500
892,892.0,0.0,3.0,41.0,324.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,5.0,7.0,64.0,53.0,3.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,335.0,5.0,0.0,246.0,313.0,1.0,4.0,1.0,4.0,288.0,0.0,0.0,141.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,49.0,1.0,1.0,30.0,4.0,4.0,2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0,4.0,154500
893,893.0,0.0,3.0,0.0,869.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,4.0,2.0,0.0,2.0,4.0,4.0,55.0,4.0,1.0,1.0,13.0,10.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,514.0,5.0,0.0,196.0,502.0,1.0,4.0,1.0,4.0,494.0,0.0,0.0,330.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,1.0,2.0,1.0,40.0,2.0,1.0,77.0,4.0,4.0,2.0,260.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,165000
894,894.0,10.0,3.0,35.0,183.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,20.0,2.0,2.0,2.0,2.0,4.0,4.0,80.0,29.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,567.0,0.0,0.0,420.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,6.0,6.0,0.0,0.0,1.0,65.0,2.0,2.0,101.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,2.0,118858
895,895.0,5.0,3.0,42.0,188.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,5.0,5.0,4.0,64.0,13.0,3.0,1.0,6.0,6.0,1.0,244.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,171.0,5.0,0.0,237.0,130.0,1.0,4.0,1.0,4.0,226.0,213.0,0.0,576.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,6.0,6.0,1.0,4.0,1.0,49.0,1.0,2.0,169.0,4.0,4.0,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,140000
896,896.0,1.0,4.0,21.0,369.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,2.0,3.0,5.0,39.0,0.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,100.0,5.0,0.0,416.0,236.0,1.0,0.0,0.0,4.0,199.0,0.0,0.0,86.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,0.0,5.0,24.0,2.0,1.0,67.0,4.0,4.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,106500
897,897.0,10.0,3.0,35.0,183.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,20.0,1.0,2.0,2.0,5.0,4.0,4.0,80.0,29.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,326.0,344.0,0.0,746.0,0.0,0.0,2.0,0.0,6.0,2.0,3.0,10.0,6.0,0.0,0.0,5.0,65.0,2.0,2.0,205.0,4.0,4.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,2.0,142953
898,898.0,0.0,3.0,71.0,850.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,8.0,4.0,110.0,60.0,3.0,1.0,12.0,13.0,3.0,306.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,634.0,5.0,0.0,69.0,710.0,1.0,0.0,1.0,4.0,741.0,0.0,0.0,772.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,9.0,6.0,2.0,2.0,1.0,95.0,0.0,3.0,371.0,4.0,4.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,5.0,611657
899,899.0,0.0,3.0,36.0,180.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,1.0,2.0,0.0,2.0,4.0,6.0,62.0,44.0,1.0,1.0,6.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,213.0,5.0,0.0,286.0,209.0,1.0,4.0,1.0,4.0,410.0,0.0,0.0,244.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,1.0,4.0,1.0,47.0,2.0,1.0,43.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,4.0,135000
900,900.0,0.0,3.0,0.0,214.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,3.0,5.0,72.0,21.0,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,122.0,5.0,0.0,342.0,180.0,1.0,4.0,1.0,4.0,135.0,0.0,0.0,47.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,0.0,5.0,65.0,2.0,1.0,308.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,4.0,110000
901,901.0,0.0,3.0,35.0,357.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,6.0,58.0,50.0,3.0,1.0,8.0,8.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,437.0,5.0,0.0,61.0,270.0,1.0,4.0,1.0,4.0,454.0,0.0,0.0,283.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,6.0,0.0,0.0,5.0,54.0,2.0,1.0,343.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.0,4.0,153000
902,902.0,5.0,3.0,34.0,263.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,4.0,104.0,53.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,488.0,131.0,1.0,0.0,1.0,4.0,102.0,148.0,0.0,403.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,89.0,0.0,2.0,97.0,4.0,4.0,2.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,4.0,180000
903,903.0,0.0,3.0,21.0,948.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,2.0,0.0,2.0,6.0,4.0,107.0,56.0,3.0,1.0,12.0,13.0,1.0,8.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,752.0,627.0,1.0,0.0,1.0,4.0,634.0,0.0,0.0,504.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,92.0,1.0,3.0,312.0,4.0,4.0,2.0,78.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,5.0,240000
904,904.0,0.0,3.0,0.0,142.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,4.0,5.0,68.0,17.0,1.0,1.0,6.0,14.0,1.0,39.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,291.0,5.0,0.0,162.0,192.0,1.0,4.0,1.0,4.0,165.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,53.0,2.0,1.0,43.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,8.0,4.0,125500
905,905.0,0.0,3.0,51.0,531.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,4.0,55.0,4.0,1.0,1.0,6.0,6.0,3.0,65.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,141.0,3.0,59.0,260.0,310.0,1.0,4.0,1.0,4.0,284.0,0.0,0.0,138.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,0.0,1.0,40.0,1.0,1.0,36.0,4.0,4.0,2.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,8.0,4.0,128000
